title,combined
Yami no Matsuei,"Boys Love, Fantasy, Horror, Mystery Detective, Vampire J.C.Staff Starchild Records, Movic Central Park Media, Discotek Media"
Huyao Xiao Hongniang: Wangquan Fugui,"Comedy, Romance, Supernatural Historical Haoliners Animation League Tencent Animation & Comics"
Gundam Build Divers Re:Rise 2nd Season,"Action, Sci-Fi Mecha Sunrise Beyond Sunrise, Sotsu Nozomi Entertainment"
Shanhe Jian Xin,"Action, Fantasy Historical, Martial Arts Motion Magic Tencent Penguin Pictures, Bytehoo"
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken","Comedy, Romance, Ecchi Harem, School SILVER LINK. Sotsu, AT-X, Memory-Tech, Showgate, Happinet Pictures, BS Fuji, MAGES., Contents Seed, Ichijinsha Funimation"
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,"Comedy Pierrot Bandai, TV Tokyo Music VIZ Media"
One Piece 3D: Mugiwara Chase,"Action, Adventure, Fantasy Toei Animation"
Maria†Holic Alive,"Comedy, Girls Love Crossdressing, Parody, School Shaft TV Tokyo Music Sentai Filmworks"
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,"Slice of Life Iyashikei, School J.C.Staff"
Tenchi Muyou! GXP,"Action, Comedy, Sci-Fi Detective, Harem, Mecha, Space AIC VAP, Nippon Television Network Funimation"
Ao no Orchestra,"Drama Music, Performing Arts, School Nippon Animation NHK, NHK Enterprises"
Eromanga-sensei OVA,"Comedy, Romance, Ecchi Otaku Culture A-1 Pictures Aniplex, Movic, BS11, Kinoshita Group Holdings, Kadokawa"
Gegege no Kitarou (2018),"Comedy, Horror, Supernatural Mythology Toei Animation Yomiko Advertising, Fuji TV"
Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,Ecchi Music Gainax
Kiss x Sis (TV),"Comedy, Romance, Ecchi Harem, School feel. Starchild Records, GANSIS"
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,"Drama, Fantasy, Suspense Mahou Shoujo, Psychological Shaft Aniplex, Houbunsha, f4samurai Aniplex of America"
Wagamama☆Fairy Mirumo de Pon!,"Adventure, Comedy, Drama, Fantasy, Romance School Studio Hibari Trinity Sound VIZ Media"
Nourin,"Comedy, Romance, Ecchi Parody, School SILVER LINK. Frontier Works Funimation"
Uta no☆Prince-sama♪ Maji Love Legend Star,"Comedy, Romance Idols (Male), Music, Reverse Harem A-1 Pictures Broccoli, Movic, MAGES., Hakuhodo DY Music & Pictures, King Records Sentai Filmworks"
Asu no Yoichi!,"Action, Comedy, Romance, Ecchi Harem, Martial Arts AIC Lantis, TBS, Movic Sentai Filmworks"
Biohazard: Damnation,"Action, Horror, Sci-Fi Digital Frontier Sony Pictures Entertainment, Capcom"
One Piece: Glorious Island,"Action, Adventure, Fantasy Toei Animation NOTTV"
Ginga e Kickoff!!,"Sports Team Sports TYO Animations NHK, Nihon Ad Systems, NHK Enterprises"
Meiji Tokyo Renka,"Romance, Supernatural Historical, Reverse Harem, Time Travel TMS Entertainment BS Fuji, MAGES., Tokyo MX, TV Aichi Funimation"
Kenkou Zenrakei Suiei-bu Umishou,"Comedy, Sports, Ecchi School Artland Geneon Universal Entertainment, Marvelous Entertainment, Pony Canyon, Pony Canyon Enterprises"
Ultra Maniac,"Comedy, Fantasy, Romance School Ashi Productions WAO World, Studio Jack Discotek Media, Geneon Entertainment USA"
Boushoku no Berserk,"Action, Fantasy A.C.G.T. Genco, Pony Canyon, BS11, Crunchyroll, U-NEXT, Muse Communication, Micro Magazine Publishing, HIAN"
Taishou Yakyuu Musume.,"Comedy, Sports Historical, School, Team Sports J.C.Staff Lantis, TBS, Movic Sentai Filmworks"
Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy"
Gwahoheub,"Boys Love, Drama, Erotica ABJ COMPANY"
Shangri-La,"Action, Drama, Sci-Fi Gonzo NTT Docomo, Atelier Musa Funimation"
Fresh Precure!,"Action, Comedy, Fantasy Mahou Shoujo Toei Animation"
Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Slice of Life CGDCT, Iyashikei TYO Animations Shochiku, flying DOG"
Spy Kyoushitsu 2nd Season,"Action, Fantasy, Mystery feel. Movic, AT-X, Studio Mausu, BS NTV, Kadokawa Sentai Filmworks"
D.C.II S.S.: Da Capo II Second Season,"Comedy, Drama, Fantasy, Romance Harem feel. Starchild Records, Lantis, GANSIS"
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,"Action, Fantasy, Supernatural Signal.MD Production I.G, Aniplex, Notes, Delightworks Aniplex of America"
Higashi no Eden: Falling Down,Music Production I.G
Princess Lover!,"Comedy, Ecchi Harem, School GoHands Dream Force"
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"Comedy, Romance, Sci-Fi Harem AIC Pioneer LDC Funimation, Geneon Entertainment USA"
Orient: Awajishima Gekitou-hen,"Action, Adventure, Fantasy Historical, Samurai A.C.G.T. TV Tokyo, Kodansha, AT-X, Avex Pictures, bilibili, Crunchyroll"
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,"Adventure, Comedy, Fantasy Shin-Ei Animation"
Uchuu Show e Youkoso,"Adventure, Fantasy, Sci-Fi Space A-1 Pictures Aniplex NYAV Post, GKIDS"
Otona Joshi no Anime Time,"Drama, Romance Adult Cast Bones, Production Reed, The Answer Studio, WAO World NHK"
Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,"Action, Adventure, Fantasy Wit Studio"
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,"Action, Supernatural Super Power GoHands VIZ Media"
Kaminaki Sekai no Kamisama Katsudou,"Action, Comedy, Fantasy Isekai, Parody Studio Palette Lantis, DAX Production, Kansai Telecasting, BS NTV, Kadokawa, MAGNET, Bandai Namco Music Live"
Tentai Senshi Sunred 2nd Season,"Comedy Gag Humor, Parody, Super Power AIC ASTA flying DOG"
Ushiro no Shoumen Daare,"Drama Historical Mushi Production TV Tokyo, Nikkatsu"
Tsukuyomi: Moon Phase,"Comedy, Fantasy, Romance Vampire Shaft Funimation"
Chobits: Chibits,"Comedy, Romance Madhouse Movic, Pioneer LDC Funimation, Geneon Entertainment USA"
To Be Hero,"Comedy Haoliners Animation League Emon, LAN Studio Discotek Media"
Ongaku,"Award Winning, Slice of Life Music Rock'n Roll Mountain GKIDS"
Mai-Otome Zwei,"Action Sunrise Bandai Visual, Lantis Funimation, Bandai Entertainment"
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,"Adventure, Comedy, Fantasy Historical Shin-Ei Animation"
Good Night World,"Drama, Fantasy Psychological, Video Game NAZ Sonilude, Mixer"
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Slice of Life CGDCT, Iyashikei TYO Animations Shochiku, flying DOG"
Meitantei Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!,"Adventure, Comedy, Mystery TMS Entertainment"
Highschool of the Dead: Drifters of the Dead,"Comedy, Supernatural, Ecchi Madhouse Showgate Sentai Filmworks"
Uchuu no Kishi Tekkaman Blade,"Action, Adventure, Drama, Romance, Sci-Fi Mecha, Military, Space Tatsunoko Production Sotsu, Studio Jack Media Blasters"
Aoki Densetsu Shoot!,"Romance, Sports Love Polygon, School, Team Sports Toei Animation"
Freezing Vibration,"Action, Drama, Romance, Sci-Fi, Ecchi Harem, Military, Super Power A.C.G.T. Media Factory, S-Wood, Kill Time Communication Funimation"
Tenjou Tenge: The Ultimate Fight,"Action, Drama, Romance, Supernatural Martial Arts, Super Power Madhouse Discotek Media, Geneon Entertainment USA"
Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,"Comedy, Fantasy 8bit Funimation"
Fushigi Yuugi: Dai Ni Bu,"Adventure, Fantasy, Romance Historical, Isekai, Martial Arts Pierrot Media Blasters, Geneon Entertainment USA"
Maji de Watashi ni Koi Shinasai!,"Action, Comedy, Romance, Ecchi Harem, Martial Arts, School, Super Power Lerche Sentai Filmworks"
Onegai☆Twins,"Comedy, Drama, Sci-Fi Harem, School Daume Bandai Visual, Genco, Lantis Nozomi Entertainment, Bandai Entertainment"
Futa-bu!,"Girls Love, Hentai School Studio 9 Maiami D3, White Bear, Mediabank"
Shakunetsu no Takkyuu Musume,"Sports Kinema Citrus TV Tokyo, Sotsu, AT-X, KlockWorx, Memory-Tech, Studio Mausu, DIVE II Entertainment, Avex Pictures, Children's Playground Entertainment, BS TV Tokyo, FuRyu"
Shuumatsu no Izetta,"Action, Fantasy Historical, Military Ajia-do Shochiku, AT-X, Asahi Production, flying DOG, Tokyo MX, i0+, Wargaming Japan, JTB Entertainment, RAY Funimation, Crunchyroll"
Zoku Touken Ranbu: Hanamaru,"Action, Comedy, Fantasy Anthropomorphic, Historical Doga Kobo Marvelous Entertainment, Nitroplus, TOHO animation, Good Smile Company, DMM.com Funimation"
Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,Comedy School Madhouse VAP
Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy, Sports School, Team Sports Production I.G"
Ai no Kusabi,"Boys Love, Drama, Sci-Fi, Erotica AIC On-Lead"
Tetsuwan Birdy Decode: The Cipher,"Action, Comedy, Sci-Fi A-1 Pictures Aniplex Funimation"
Tight-rope,Boys Love PrimeTime
Kyoukai no Rinne 2nd Season,"Comedy, Supernatural Mythology, School Brain's Base Shogakukan-Shueisha Productions, NHK, Shogakukan Sentai Filmworks"
4-nin wa Sorezore Uso wo Tsuku,"Comedy, Supernatural Gag Humor, School, Super Power Studio Flad Pierrot, Kodansha, ABC Animation, MediBang"
Violet Evergarden CMs,Fantasy Kyoto Animation
Wagaya no Oinari-sama.,"Comedy, Fantasy Magical Sex Shift, Mythology Zexcs Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo NIS America, Inc."
The Third: Aoi Hitomi no Shoujo,"Action, Adventure, Sci-Fi Xebec Kadokawa Shoten Nozomi Entertainment, Kadokawa Pictures USA"
Pokemon (2023),"Action, Adventure, Comedy, Fantasy OLM TV Tokyo"
Ike! Ina-chuu Takkyuu-bu,"Comedy, Ecchi Gag Humor, School Grouper Productions Trans Arts, Kitty Films, Studio Hibari, TBS, Studio Jack Central Park Media"
Whistle!,"Sports School, Team Sports Studio Comet Marvelous Entertainment"
Cyber City Oedo 808,"Action, Adventure, Sci-Fi Adult Cast Madhouse Japan Home Video Central Park Media, Discotek Media"
"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.","Romance School ENGI Pony Canyon, AT-X, Glovision, Docomo Anime Store, Sammy, Sun TV, Kadokawa"
Shokei Shoujo no Virgin Road,"Action, Adventure, Fantasy Isekai J.C.Staff Warner Bros. Japan, Hakuhodo DY Music & Pictures, Egg Firm, SB Creative, Creek Sentai Filmworks"
Yoake Mae yori Ruriiro na: Crescent Love,"Comedy, Romance, Sci-Fi School Daume Frontier Works, Movic, Alchemist, Memory-Tech Sentai Filmworks"
IS: Infinite Stratos 2 - World Purge-hen,"Action, Comedy, Romance, Sci-Fi, Ecchi Harem, School 8bit Overlap Sentai Filmworks"
Puchi Pri*Yucie,"Comedy, Fantasy Gainax, AIC ADV Films"
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,"Action, Sci-Fi, Suspense Music, Time Travel Wit Studio Aniplex Aniplex of America"
Ikebukuro West Gate Park,"Drama, Mystery Delinquents Doga Kobo Nippon Columbia, Kadokawa Funimation"
Mai-Otome 0: S.ifr,"Sci-Fi Sunrise Funimation, Bandai Entertainment"
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,"Action, Comedy Martial Arts, Super Power Pierrot VIZ Media"
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,"Comedy Gag Humor, Parody, School Shaft"
Brave 10,"Action, Adventure Historical, Samurai, Super Power TMS Entertainment Media Factory, Studio Saki Makura, TMS Music NIS America, Inc., Discotek Media"
Loveless,"Boys Love, Drama, Mystery, Supernatural J.C.Staff Bandai Visual, TV Asahi, Movic Media Blasters"
Ao no 6-gou,"Action, Adventure, Award Winning, Sci-Fi Mecha, Military Gonzo Bandai Entertainment, Discotek Media"
Sakamoto desu ga? Sakamoto deshita?,"Comedy Gag Humor, School Studio Deen TBS, DAX Production, King Records Sentai Filmworks"
"Ame wo Matsu,",Music Warner Music Japan
Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,"Adventure, Comedy, Mystery Detective TMS Entertainment"
Gokudou-kun Manyuuki,"Adventure, Comedy, Fantasy Trans Arts SoftX Media Blasters, Discotek Media"
Bishoujo Senshi Sailor Moon Memorial,"Romance Mahou Shoujo, Mythology Toei Animation"
Guilty Crown: Kiseki - Reassortment,"Action, Sci-Fi Super Power Production I.G"
Yama no Susume: Omoide Present,"Adventure, Slice of Life CGDCT, Iyashikei 8bit Yomiuri TV Enterprise"
Inochi no Tabekata,"Horror, Supernatural Music"
Thermae Romae Novae,"Comedy Adult Cast, Historical, Time Travel NAZ"
Hokuto no Ken: Raoh Gaiden Gekitou-hen,"Action, Adventure, Romance Martial Arts TMS Entertainment Toei Animation Discotek Media"
Kurau Phantom Memory,"Action, Drama, Sci-Fi Space, Super Power Bones TV Asahi, Media Factory, Victor Entertainment ADV Films, Funimation"
Hatenkou Yuugi,"Adventure, Comedy, Drama, Fantasy, Romance Studio Deen Frontier Works, Sotsu Sentai Filmworks"
Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,Fantasy Mahou Shoujo Toei Animation
Last Exile: Ginyoku no Fam,"Action, Adventure, Sci-Fi Gonzo CBC Television, flying DOG, Cyclone Graphics Funimation"
Gintama: Monster Strike-hen,"Action, Comedy Parody, Samurai Bandai Namco Pictures Sunrise, XFLAG"
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,"Adventure, Comedy, Fantasy Shin-Ei Animation"
Tengen Toppa Gurren Lagann: Parallel Works,Music Gainax Aniplex
Renai Boukun,"Comedy, Romance, Supernatural Harem, School EMT Squared TV Tokyo, Sotsu, Half H.P Studio, KlockWorx, DIVE II Entertainment, Avex Pictures, bilibili, Crunchyroll Funimation"
Mei to Koneko Bus,"Adventure, Fantasy Studio Ghibli"
Magic-Kyun! Renaissance,"Fantasy, Romance Music, Reverse Harem, School, Visual Arts Sunrise Broccoli, Pony Canyon, Bandai Namco Live Creative, Sunrise Music, Bandai Namco Rights Marketing Ponycan USA"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,"Adventure, Comedy, Fantasy, Ecchi J.C.Staff Egg Firm, SB Creative Sentai Filmworks"
ViVid Strike!,"Action, Drama Martial Arts Seven Arcs Pictures KlockWorx, Sony Music Communications, Glovision, King Records"
Saimin Seishidou,Hentai T-Rex Lune-Pictures
Dagashi Kashi,"Comedy, Gourmet Romantic Subtext feel. Pony Canyon, TBS, DAX Production, BS-TBS, Shogakukan, Lawson, RAY, U-NEXT, Nichion Funimation"
Strike the Blood IV,"Action, Fantasy, Ecchi Harem, Vampire Connect Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Kadokawa"
Shakugan no Shana-tan,"Comedy Parody J.C.Staff Geneon Universal Entertainment, Funimation"
Meitantei Conan OVA 11: London kara no Maru Hi Shirei,"Adventure, Comedy, Mystery Detective TMS Entertainment"
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy, Mystery Detective Shogakukan-Shueisha Productions, Tokyo Movie Shinsha"
Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,"Comedy, Romance Idols (Male), Music, Reverse Harem, School A-1 Pictures Showgate, King Records"
Kannagi: Moshimo Kannagi ga Attara...,"Comedy, Supernatural School, Visual Arts A-1 Pictures Aniplex Bandai Entertainment"
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,"Action, Comedy, Fantasy Isekai Studio PuYUKAI"
Ibara no Ou,"Action, Horror, Mystery, Sci-Fi, Suspense Gore, Psychological, Survival Sunrise TV Tokyo, Bandai Visual, Dentsu, Kadokawa Pictures Japan, Enterbrain, Sony PCL Funimation"
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Sci-Fi Parody Xebec"
"Wake Up, Girls! Shichinin no Idol","Drama Idols (Female), Music Tatsunoko Production, Ordet TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, TOHO, DIVE II Entertainment, Good Smile Company Sentai Filmworks"
Liang Bu Yi,"Comedy, Romance Historical Paper Plane Animation Studio bilibili, Netflix"
Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi Mythology Toei Animation, Bridge Bandai Visual"
Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,"Action, Adventure, Drama, Fantasy OLM Studio Jack VIZ Media, The Pokemon Company International"
Koisuru Asteroid,"Slice of Life CGDCT, School Doga Kobo AT-X, flying DOG, Houbunsha, Kadokawa Media House, RAY, Kadokawa, GRANTdesign Funimation"
Sore ga Seiyuu!,"Comedy, Slice of Life Showbiz, Workplace Gonzo Evil Line Records Funimation"
Aria the Benedizione,"Fantasy, Sci-Fi, Slice of Life Iyashikei J.C.Staff Shochiku, Rakuonsha, flying DOG"
All Alone With You,Fantasy Music 8bit Sony Music Entertainment
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,"Fantasy, Romance Adult Cast, Historical Kinema Citrus"
Yeon-ae Halujeon,"Romance, Slice of Life LICO, Red Dog Culture House"
Halo Legends,"Action, Drama, Sci-Fi Military Bones, Bee Train, Production I.G, Studio 4°C, Toei Animation Casio Entertainment Warner Bros. Pictures"
Joshi Luck!,"Sports, Hentai Harem, School T-Rex Lune-Pictures"
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"Slice of Life CGDCT, Iyashikei TYO Animations Shochiku, flying DOG"
Futa-bu!!,"Girls Love, Hentai School Studio 9 Maiami White Bear, Mediabank"
Rental Magica,"Action, Fantasy, Mystery Harem, Super Power Zexcs Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo Nozomi Entertainment"
Hayate no Gotoku! Cuties,"Comedy, Romance Harem, Parody Manglobe TV Tokyo Sentai Filmworks"
Tunshi Xingkong,"Action, Adventure, Fantasy, Sci-Fi Martial Arts Sparkly Key Animation Studio Tencent Animation & Comics, Tencent Penguin Pictures"
Hokuto no Ken: Raoh Gaiden Junai-hen,"Action, Adventure Martial Arts TMS Entertainment North Stars Pictures Discotek Media"
Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,Comedy Artland
Rec: Yurusarezarumono,"Comedy, Romance Adult Cast, Showbiz Shaft"
Wonderful Rush,"Idols (Female), Music Sunrise Lantis"
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,"Action, Adventure, Comedy, Fantasy, Sci-Fi Toei Animation Funimation"
Fate/kaleid liner Prisma☆Illya Movie: Licht - Namae no Nai Shoujo,"Action, Fantasy Mahou Shoujo SILVER LINK. AT-X, Tokyo MX, Kadokawa Media House, Kadokawa, Bandai Namco Arts, Movie Walker Sentai Filmworks"
Sora no Manimani,"Comedy, Romance School Studio Comet Sony Pictures Entertainment, Marvelous Entertainment, Lantis, Pony Canyon, AT-X, Delfi Sound"
Majokko Shimai no Yoyo to Nene,"Fantasy ufotable Aniplex, Starchild Records, Tokuma Shoten"
Majutsushi Orphen,"Action, Adventure, Comedy, Fantasy J.C.Staff Kadokawa Shoten, TBS Sentai Filmworks"
Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,"Fantasy, Sci-Fi, Slice of Life Iyashikei HAL Film Maker Production I.G, TV Tokyo, Shochiku, Mag Garden Nozomi Entertainment"
Nekopara,"Comedy, Slice of Life Anthropomorphic Felix Film Avex Pictures Funimation"
.hack//Roots,"Adventure, Drama, Fantasy Video Game Bee Train TV Tokyo, Bandai Visual, CyberConnect2 Funimation, Bandai Entertainment"
Otaku no Video,"Comedy, Drama, Sci-Fi Historical, Mecha, Otaku Culture Gainax Youmex AnimEigo"
Black Jack the Movie,"Award Winning, Drama Medical Tezuka Productions Discotek Media, Manga Entertainment"
Kyoukai no Rinne,"Comedy, Supernatural Mythology, School Brain's Base Shogakukan-Shueisha Productions, NHK, Shogakukan Sentai Filmworks"
Hoshizora e Kakaru Hashi,"Comedy, Romance, Ecchi Harem, School Doga Kobo Dentsu, Sotsu, Marvelous Entertainment, Pony Canyon, feng, PRA, Jumondo"
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita","Action, Drama, Suspense Historical, Organized Crime Shuka Funimation"
High School Fleet OVA,"Action Military, School Production IMS Cromea"
Shin Tennis no Oujisama Specials,"Comedy, Sports Production I.G, M.S.C Nihon Ad Systems"
"Goodbye, Don Glees!","Adventure, Drama Madhouse TV Tokyo, AT-X, Docomo Anime Store, Kadokawa, Movie Walker GKIDS"
Hourou Musuko Specials,"Drama Crossdressing, School AIC Classic Aniplex, AIC, Dentsu, Fuji TV, Magic Capsule, Enterbrain, Fujipacific Music"
Sunohara-sou no Kanrinin-san,"Comedy, Ecchi Harem SILVER LINK. Sotsu, AT-X, flying DOG, bilibili, Ichijinsha, DMM pictures Funimation"
Mix: Meisei Story,"Drama, Romance, Sports School, Team Sports OLM Shogakukan-Shueisha Productions, Yomiuri Telecasting Funimation"
Akazukin Chacha,"Adventure, Comedy, Fantasy, Romance Mahou Shoujo Gallop Nihon Ad Systems, Shueisha"
Azur Lane: Bisoku Zenshin!,"Comedy, Sci-Fi Anthropomorphic, CGDCT, Military Studio CANDY BOX Delfi Sound, Yostar Pictures"
